Make,Model,Registration Year,Mileage,Body Type,Category,Colour,Cylinder Layout,Dekra,Drive,Engine Capacity,Features,Finance Price,Fuel Consumption,Fuel Tank Capacity,Fuel Type,Gears,Kilowatts,Maintenance plan,No of Doors,No of Seats,Spare Key,Transmission,Vehicle Service History,Warranty,Price
Fiat,500x,2016,74000,Sports Utility Vehicle (SUV),A,White,I4,Platinum,F,1368,['Auto stop-start'],3412,6.0,48,Petrol,6,103,No,5,5,False,Manual,Partial but Up to Date,No,167900
Mercedes-Benz,ML,2007,171000,Sports Utility Vehicle (SUV),B,Black,V8,Green,FR,6208,[],3194,16.5,95,Petrol,7,375,No,5,5,False,Automatic,No record,No,155900
Nissan,X Trail,2017,149189,Sports Utility Vehicle (SUV),B,White,I4,Green,FR,2488,[],3194,8.3,60,Petrol,6,126,No,5,5,True,Automatic,"Complete, Up To Date",No,155900
Hyundai,Accent,2017,77000,Hatchback,A,White,I4,Platinum,F,1591,[],3412,6.4,43,Petrol,6,91,No,5,5,True,Manual,"Complete, Up To Date",No,174900
Nissan,X Trail,2016,195000,Sports Utility Vehicle (SUV),B,White,I4,Green,F,1598,[],3194,5.1,60,Diesel,6,96,No,5,5,False,Manual,Partial but Up to Date,No,155900
Nissan,Micra,2018,84000,Hatchback,A,Orange,I3,Platinum,F,898,[],3412,5.1,41,Petrol,5,66,No,5,5,False,Manual,Partial but Up to Date,No,167900
BMW,3 Series,2015,94000,Sedan,A,White,I3,Green,R,1499,[],3194,5.0,60,Petrol,8,100,No,4,5,True,Automatic,Partial but Up to Date,No,155900
Ford,Ecosport,2015,77833,Sports Utility Vehicle (SUV),A,White,I4,Green,F,1499,['CarPlay or Android Auto'],3194,4.5,52,Diesel,5,66,No,5,5,False,Manual,Partial but Up to Date,No,155900
Audi,Q5,2011,143000,Sports Utility Vehicle (SUV),A,White,I4,Green,FR,1984,['Reverse camera'],3194,8.5,75,Petrol,7,155,No,5,5,True,Automatic,Partial but Up to Date,No,155900
Volkswagen,Scirocco,2015,203631,Coupe,B,Blue,I4,Green,F,1984,[],3412,8.0,55,Petrol,6,188,No,3,5,True,Automatic,"Complete, Up To Date",No,167900
Mazda,CX-5,2015,215157,Sports Utility Vehicle (SUV),B,Red,I4,Green,F,2191,[],2539,5.7,56,Diesel,6,110,No,5,5,True,Automatic,Partial but Up to Date,No,145000
Ford,Ecosport,2018,124949,Sports Utility Vehicle (SUV),A,Silver,I4,Gold,F,1499,[],3412,4.6,52,Diesel,5,74,No,5,5,True,Manual,Partial,No,167900
Mini,Hatch,2016,135000,Hatchback,A,Silver,I3,Gold,F,1499,"['CarPlay or Android Auto', 'Auto stop-start']",3412,4.9,40,Petrol,6,100,No,3,4,True,Automatic,"Complete, Up To Date",No,177900
Hyundai,H-1,2012,245000,Panel Van,B,White,I4,Green,R,2497,[],2186,9.8,75,Diesel,5,125,No,5,3,True,Automatic,Partial but Up to Date,No,148000
KIA,Picanto,2019,60000,Hatchback,A,White,I3,Platinum,F,998,[],3194,5.6,35,Petrol,5,49,No,5,4,False,Automatic,"Complete, Up To Date",No,155900
Mazda,Mazda 2,2016,66000,Hatchback,A,White,I4,Platinum,F,1496,[],3412,6.0,44,Petrol,6,82,No,5,5,True,Automatic,Partial but Up to Date,No,167900
Ford,Focus,2017,126945,Hatchback,A,White,I4,Gold,F,1499,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",3194,5.5,55,Petrol,6,132,No,5,5,True,Manual,Partial but Up to Date,No,155900
BMW,1 Series,2014,115000,Hatchback,A,White,I4,Green,R,1598,['Auto stop-start'],3412,5.8,52,Petrol,6,125,No,3,5,False,Manual,Partial,No,167900
BMW,5 Series,2015,192000,Sedan,A,White,I4,Green,R,1997,"['Reverse camera', 'Auto stop-start']",3412,6.1,70,Petrol,8,180,No,4,5,False,Automatic,Partial,No,167900
Mercedes-Benz,SLK Class,2013,260000,Cabriolet,B,Black,I4,Green,R,1796,[],3176,6.5,60,Petrol,7,135,No,2,2,False,Automatic,Partial,No,165900
Toyota,Fortuner,2009,304000,Sports Utility Vehicle (SUV),B,Gold,I4,Green,FR,2982,['Reverse camera'],3176,8.6,80,Diesel,5,120,No,5,7,True,Manual,Partial,No,154900
BMW,1 Series,2015,138000,Hatchback,A,Orange,I4,Green,R,1995,[],3718,5.5,52,Petrol,8,130,No,5,5,True,Automatic,Partial but Up to Date,No,151000
Audi,Q5,2014,180000,Sports Utility Vehicle (SUV),A,White,I4,Green,FR,1968,[],3321,6.9,75,Diesel,7,130,No,5,5,True,Automatic,Unverified Service History,No,151000
Chevrolet,Captiva,2017,156500,Sports Utility Vehicle (SUV),B,White,I4,Green,F,2231,['CarPlay or Android Auto'],3176,7.8,65,Diesel,6,135,No,5,7,True,Automatic,No record,No,154900
Volkswagen,Caddy,2018,150000,Panel Van,B,White,I4,Green,F,1968,[],3714,5.7,55,Diesel,5,81,No,5,2,False,Manual,"Complete, Up To Date",No,160000
Nissan,Micra,2019,69000,Hatchback,A,Blue,I3,Green,F,898,[],3176,5.1,41,Petrol,5,66,No,5,5,False,Manual,Partial,No,154900
Audi,Q5,2013,181000,Sports Utility Vehicle (SUV),B,Grey,V6,Green,FR,2967,"['CarPlay or Android Auto', 'Auto stop-start']",4496,6.0,75,Diesel,7,180,No,5,5,True,Automatic,Partial but Up to Date,No,160000
Jeep,Renegade,2015,108372,Sports Utility Vehicle (SUV),A,Grey,I4,Green,F,1598,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",3176,6.0,48,Petrol,5,81,No,5,5,False,Manual,Partial but Up to Date,No,154900
Volkswagen,Touareg,2012,195603,Sports Utility Vehicle (SUV),B,Silver,V6,Green,FR,2967,"['CarPlay or Android Auto', 'Auto stop-start']",2852,7.33,100,Diesel,8,180,No,5,5,True,Automatic,Partial but Up to Date,No,160000
Ford,Ecosport,2018,85000,Sports Utility Vehicle (SUV),B,White,I3,Green,F,998,['CarPlay or Android Auto'],4038,5.7,52,Petrol,5,92,No,5,5,False,Manual,"Complete, Up To Date",No,143000
Renault,Captur,2020,40000,Crossover (SUV),B,Orange,I3,Green,F,898,[],3176,5.4,45,Petrol,5,66,No,5,5,True,Manual,Unverified Service History,No,154900
BMW,X3,2014,224500,Sports Utility Vehicle (SUV),B,White,I4,Green,FR,1995,[],4529,5.6,67,Diesel,8,135,No,5,5,True,Automatic,"Complete, Up To Date",No,160000
Land Rover,Discovery,2012,350000,Sports Utility Vehicle (SUV),B,White,V6,Gold,FR,2993,['Reverse camera'],3176,9.0,82,Diesel,6,180,No,5,7,False,Automatic,Partial but Up to Date,No,154900
Volkswagen,Golf 7,2013,223000,Hatchback,B,White,I4,Gold,F,1984,[],3412,6.0,55,Petrol,6,162,No,5,5,True,Manual,"Complete, Up To Date",No,167900
Nissan,X Trail,2016,123000,Sports Utility Vehicle (SUV),B,White,I4,Green,F,1598,[],3176,5.1,60,Diesel,6,96,No,5,5,True,Manual,Complete but Due,No,154900
Hyundai,Atos,2022,30000,Hatchback,A,White,I4,Platinum,F,1086,[],3412,5.9,35,Petrol,5,50,No,5,5,True,Automatic,"Complete, Up To Date",No,167900
Audi,Q5,2012,129000,Sports Utility Vehicle (SUV),B,Silver,I4,Green,FR,1984,[],3176,7.2,75,Petrol,8,169,No,5,5,True,Automatic,Unverified Service History,No,165900
Audi,A5,2012,130000,Cabriolet,B,Blue,I4,Green,F,1984,['Auto stop-start'],3176,7.4,65,Petrol,7,155,No,2,5,False,Automatic,Unverified Service History,No,159900
KIA,Sportage,2012,140000,Sports Utility Vehicle (SUV),A,Yellow,I4,Green,F,1998,[],3140,8.7,55,Petrol,5,122,No,5,5,True,Automatic,"Complete, Up To Date",No,152900
KIA,Picanto,2020,79229,Hatchback,A,Red,I3,Platinum,F,998,[],3140,4.9,35,Petrol,5,49,No,5,4,True,Manual,"Complete, Up To Date",No,152900
Mercedes-Benz,C Class Sedan,2007,87005,Sedan,A,Grey,I4,Gold,R,1796,[],3140,8.1,66,Petrol,5,135,No,4,5,True,Automatic,"Complete, Up To Date",No,152900
Volkswagen,Up!,2016,90000,Hatchback,A,Red,I3,Platinum,F,999,[],3140,4.6,35,Petrol,5,55,No,5,5,True,Manual,"Complete, Up To Date",No,152900
Volvo,S80,2013,99634,Sedan,A,White,I4,Gold,F,1999,[],3140,8.1,70,Petrol,6,177,No,4,5,True,Automatic,Partial but Up to Date,No,152900
Nissan,Qashqai,2015,140035,Sports Utility Vehicle (SUV),A,White,I4,Gold,F,1598,"['Reverse camera', 'Auto stop-start']",3143,4.9,65,Diesel,6,96,No,5,5,False,Automatic,"Complete, Up To Date",No,149000
Ford,Kuga,2013,133000,Sports Utility Vehicle (SUV),A,Grey,I4,Gold,FR,1597,"['CarPlay or Android Auto', 'Reverse camera']",3140,7.7,60,Petrol,6,134,No,5,5,True,Automatic,Partial,No,152900
Jeep,Renegade,2017,118000,Sports Utility Vehicle (SUV),A,Grey,I4,Green,FR,2360,['Reverse camera'],4558,7.5,48,Petrol,9,137,No,5,5,False,Automatic,Partial,No,143000
Volkswagen,Tiguan,2015,196173,Sports Utility Vehicle (SUV),A,White,I4,Gold,F,1390,[],3140,7.1,64,Petrol,6,118,No,4,5,True,Automatic,"Complete, Up To Date",No,152900
Mercedes-Benz,ML,2012,130000,Sports Utility Vehicle (SUV),A,White,V6,Green,FR,3498,[],3176,11.7,95,Petrol,7,200,No,5,5,False,Automatic,Partial,No,154900
KIA,Picanto,2020,58415,Hatchback,A,White,I3,Green,F,998,[],3140,4.9,35,Petrol,5,49,No,5,4,True,Manual,"Complete, Up To Date",2025/08/27,152900
Toyota,Corolla Quest,2015,65000,Sedan,A,Blue,I4,Green,F,1598,[],3140,7.1,55,Petrol,4,90,No,4,5,False,Automatic,"Complete, Up To Date",No,157900
Ford,Ecosport,2017,133000,Sports Utility Vehicle (SUV),A,Grey,I3,Green,F,998,[],3176,5.7,52,Petrol,5,92,No,5,5,False,Manual,"Complete, Up To Date",No,154900
Renault,Kwid,2023,3000,Hatchback,A,Blue,I3,Platinum,F,999,"['CarPlay or Android Auto', 'Reverse camera']",3140,4.77,28,Petrol,5,50,No,5,5,True,Manual,"Complete, Up To Date",2025/08/07,152900
Nissan,Qashqai,2017,146000,Sports Utility Vehicle (SUV),A,White,I4,Green,F,1197,[],3176,6.2,65,Petrol,6,85,No,5,5,True,Automatic,Partial,No,154900
Hyundai,Atos,2021,35000,Hatchback,A,Yellow,I4,Platinum,F,1086,[],3140,5.7,35,Petrol,5,50,No,5,5,True,Manual,"Complete, Up To Date",No,158900
Hyundai,Accent,2016,39000,Hatchback,A,White,I4,Green,F,1591,[],3176,6.8,43,Petrol,4,91,No,5,5,True,Automatic,Partial,No,154900
Mercedes-Benz,E Class Sedan,2010,140383,Sedan,B,Blue,V6,Green,R,3498,['CarPlay or Android Auto'],3176,9.1,80,Petrol,7,200,No,4,5,False,Automatic,Unverified Service History,No,154900
Audi,A3,2014,149712,Sedan,B,Grey,I4,Green,F,1798,[],3176,5.8,50,Petrol,6,132,No,4,5,False,Manual,No record,No,154900
Toyota,Corolla Quest,2018,57000,Sedan,A,Silver,I4,Platinum,F,1598,['CarPlay or Android Auto'],3140,7.1,55,Petrol,6,90,No,4,5,True,Manual,"Complete, Up To Date",No,152900
Hyundai,Atos,2020,57349,Hatchback,A,White,I4,Platinum,F,1086,['CarPlay or Android Auto'],3140,5.7,35,Petrol,5,50,No,5,5,True,Manual,"Complete, Up To Date",2027/02/24,158900
Volkswagen,Polo Vivo,2018,60000,Sedan,A,White,I4,Platinum,F,1398,[],3140,6.9,45,Petrol,5,63,No,4,5,True,Automatic,Partial but Up to Date,No,158900
Audi,A4,2016,222000,Sedan,B,Grey,I4,Green,F,1395,['Auto stop-start'],4416,4.9,54,Petrol,7,110,No,4,5,True,Automatic,"Complete, Up To Date",No,139000
Peugeot,2008,2018,60394,Hatchback,A,Red,I4,Platinum,F,1560,"['CarPlay or Android Auto', 'Auto stop-start']",3140,4.0,50,Diesel,5,68,No,5,5,True,Manual,Partial but Up to Date,No,152900
Volvo,S60,2016,118000,Sedan,A,White,I4,Green,F,1969,['Auto stop-start'],3140,5.6,68,Petrol,6,112,No,5,5,True,Manual,Partial,No,152900
Volkswagen,Polo Vivo,2019,140500,Hatchback,A,White,I4,Green,F,1398,[],3140,5.7,45,Petrol,5,55,No,5,5,True,Manual,No record,No,152900
BMW,X3,2013,160000,Sports Utility Vehicle (SUV),B,Blue,I4,Green,FR,1997,['Auto stop-start'],4623,7.5,67,Petrol,8,180,No,5,5,True,Automatic,Partial,No,141000
Renault,Duster,2018,108000,Sports Utility Vehicle (SUV),A,Orange,I4,Green,F,1461,[],3358,5.1,50,Diesel,5,66,No,4,5,True,Manual,Complete but Due,No,164900
Ford,Kuga,2016,107000,Sports Utility Vehicle (SUV),A,White,I4,Green,F,1497,[],3358,7.0,60,Petrol,6,132,No,5,5,False,Automatic,Partial,No,164900
Renault,Captur,2018,63000,Crossover (SUV),A,Grey,I3,Platinum,F,898,[],3158,5.4,45,Petrol,5,66,No,5,5,False,Manual,"Complete, Up To Date",No,159900
Mercedes-Benz,GLA,2015,169164,Sports Utility Vehicle (SUV),B,Black,I4,Green,F,2143,[],3998,4.2,56,Diesel,7,100,No,5,5,False,Automatic,No record,No,141000
Ford,Fiesta,2017,110000,Hatchback,A,White,I3,Platinum,F,999,[],3158,4.3,42,Petrol,5,92,No,5,5,True,Manual,Partial but Up to Date,No,153900
Ford,Ecosport,2018,115055,Sports Utility Vehicle (SUV),A,White,I4,Green,F,1499,[],3358,4.6,52,Diesel,5,74,No,5,5,True,Manual,"Complete, Up To Date",No,164900
Volkswagen,Scirocco,2013,101700,Coupe,B,White,I4,Green,F,1984,[],3358,7.5,55,Petrol,6,155,No,3,5,False,Automatic,Complete but Due,No,164900
Hyundai,Tucson,2016,212000,Sports Utility Vehicle (SUV),B,White,I4,Green,F,1999,[],4321,9.0,62,Petrol,6,115,No,5,5,False,Automatic,Partial but Up to Date,No,141000
Nissan,Qashqai,2017,154549,Sports Utility Vehicle (SUV),A,White,I4,Green,F,1197,['CarPlay or Android Auto'],3158,6.2,65,Petrol,6,85,No,5,5,False,Manual,"Complete, Up To Date",No,153900
KIA,Picanto,2021,43000,Hatchback,A,White,I3,Platinum,F,998,"['CarPlay or Android Auto', 'Reverse camera']",3140,4.9,35,Petrol,5,49,No,5,4,True,Manual,"Complete, Up To Date",2026/02/12,152900
Renault,Kadjar,2016,148517,Sports Utility Vehicle (SUV),A,Gold,I4,Green,FR,1598,[],3358,5.4,65,Diesel,6,96,No,5,5,True,Manual,Complete but Due,No,164900
Mazda,CX-5,2016,154114,Sports Utility Vehicle (SUV),A,Red,I4,Green,F,1998,['Reverse camera'],3358,6.4,56,Petrol,6,121,No,5,5,True,Manual,"Complete, Up To Date",No,194900
Haval,H1,2020,52924,Sports Utility Vehicle (SUV),A,Orange,I4,Platinum,F,1497,[],3140,7.2,45,Petrol,5,69,No,5,5,True,Manual,Partial but Up to Date,No,152900
Renault,Captur,2017,80000,Crossover (SUV),A,White,I3,Green,F,898,[],3158,4.9,45,Petrol,5,66,No,5,5,False,Manual,"Complete, Up To Date",No,158900
Nissan,X Trail,2015,149000,Sports Utility Vehicle (SUV),A,White,I4,Green,F,1598,"['CarPlay or Android Auto', 'Reverse camera']",3143,5.1,60,Diesel,6,96,No,5,5,True,Manual,Complete but Due,No,153000
Jeep,Compass,2014,73080,Sports Utility Vehicle (SUV),A,White,I4,Gold,F,1998,['Reverse camera'],3140,8.3,51,Petrol,6,115,No,5,5,True,Automatic,Complete but Due,No,152900
Jeep,Renegade,2016,128000,Sports Utility Vehicle (SUV),A,Grey,I4,Green,F,1598,['Auto stop-start'],3158,6.0,48,Petrol,5,81,No,5,5,False,Manual,Complete but Due,No,153900
Ford,Ecosport,2019,141044,Sports Utility Vehicle (SUV),A,Blue,I4,Green,F,1499,[],3158,4.6,52,Diesel,5,74,No,5,5,False,Manual,"Complete, Up To Date",No,153900
Suzuki,Swift,2019,64183,Hatchback,A,White,I4,Green,F,1197,[],3103,4.9,37,Petrol,5,61,No,5,5,True,Manual,Partial,No,167900
Ford,Ecosport,2016,107500,Sports Utility Vehicle (SUV),A,Red,I4,Platinum,F,1499,[],3358,4.6,52,Diesel,5,74,No,5,5,False,Manual,"Complete, Up To Date",No,164900
KIA,Sportage,2013,125000,Sports Utility Vehicle (SUV),A,Silver,I4,Gold,F,1995,[],3358,6.4,55,Diesel,6,130,No,5,5,True,Manual,Partial,No,164900
KIA,Sportage,2013,173000,Sports Utility Vehicle (SUV),B,Silver,I4,Green,FR,2359,[],3103,9.2,55,Petrol,6,130,No,5,5,True,Automatic,"Complete, Up To Date",No,150900
Volkswagen,Caddy,2018,212000,Multi Purpose Vehicle,B,White,I4,Green,F,1598,[],3103,8.2,55,Petrol,5,81,No,5,7,True,Manual,Complete but Due,No,150900
Volkswagen,Tiguan,2010,70000,Sports Utility Vehicle (SUV),A,White,I4,Gold,FR,1984,[],3140,9.9,64,Petrol,6,147,No,5,5,True,Automatic,Partial,No,152900
Audi,Q5,2014,228500,Sports Utility Vehicle (SUV),B,Grey,I4,Green,FR,1968,[],3103,6.9,75,Diesel,7,130,No,5,5,False,Automatic,Partial,No,150900
Opel,Mokka X,2015,105000,Sports Utility Vehicle (SUV),A,White,I4,Platinum,F,1364,['Reverse camera'],3140,6.0,52,Petrol,6,103,No,5,5,True,Manual,"Complete, Up To Date",No,152900
Mercedes-Benz,R Class,2013,192326,Multi Purpose Vehicle,B,Silver,V6,Green,R,2987,[],3492,8.0,80,Diesel,7,140,No,5,5,True,Automatic,No record,No,143000
BMW,3 Series,2017,185000,Sedan,B,White,I3,Green,R,1499,['Auto stop-start'],3103,5.1,60,Petrol,6,100,No,4,5,True,Manual,Complete but Due,No,150900
Hyundai,Elantra,2018,175000,Sedan,A,White,I4,Gold,F,1591,[],3140,6.5,50,Petrol,6,94,No,4,5,True,Manual,Partial,2025/06/26,152900
Ford,Focus,2018,65351,Sedan,A,Silver,I3,Platinum,F,998,['Auto stop-start'],3103,5.5,55,Petrol,6,92,No,4,5,True,Automatic,Partial but Up to Date,No,150900
Audi,A1,2015,76248,Hatchback,A,Blue,I4,Green,F,1390,"['CarPlay or Android Auto', 'Auto stop-start']",3121,5.4,45,Petrol,6,90,No,5,5,True,Manual,"Complete, Up To Date",No,151900
BMW,3 Series,2014,187000,Sedan,B,Blue,I4,Gold,R,1997,[],3252,5.9,60,Petrol,8,135,No,4,5,False,Automatic,No record,No,151000
KIA,RIO,2017,120322,Hatchback,A,Silver,I4,Green,F,1396,['Reverse camera'],3103,7.0,45,Petrol,6,74,No,5,5,True,Automatic,Partial,No,150900
BMW,3 Series,2013,151000,Sedan,A,White,I4,Gold,R,1997,['Auto stop-start'],3005,5.9,60,Petrol,8,135,No,4,5,True,Automatic,Partial but Up to Date,No,151000
Nissan,Qashqai,2015,123000,Sports Utility Vehicle (SUV),A,Silver,I4,Green,F,1461,[],3103,4.2,65,Diesel,6,81,No,5,5,True,Manual,"Complete, Up To Date",No,150900
Ford,Kuga,2016,142000,Sports Utility Vehicle (SUV),A,Orange,I4,Green,F,1497,[],3103,7.0,60,Petrol,6,132,No,5,5,True,Automatic,"Complete, Up To Date",No,150900
Ford,Kuga,2013,110000,Sports Utility Vehicle (SUV),A,Silver,I5,Gold,FR,2521,[],2659,10.3,66,Petrol,5,147,No,4,5,True,Automatic,"Complete, Up To Date",No,151000
Audi,A3,2016,249000,Sedan,B,Red,I4,Green,F,1798,['Auto stop-start'],3103,5.6,50,Petrol,7,132,No,4,5,False,Automatic,Partial,No,150900
Volkswagen,Up!,2017,83000,Hatchback,A,Red,I3,Platinum,F,999,[],3121,4.6,35,Petrol,5,55,No,5,5,True,Manual,Partial but Up to Date,No,151900
Ford,Ecosport,2016,170000,Sports Utility Vehicle (SUV),A,White,I4,Green,F,1498,[],3085,6.5,52,Petrol,6,82,No,5,5,False,Automatic,"Complete, Up To Date",No,149900
Honda,CR-V,2013,114495,Sports Utility Vehicle (SUV),A,Grey,I4,Gold,F,1997,[],3121,7.6,58,Petrol,5,114,No,5,5,True,Automatic,Partial,No,161900
Volkswagen,Polo Vivo,2018,84241,Hatchback,A,Silver,I4,Green,F,1398,[],3085,5.7,45,Petrol,5,55,No,5,5,False,Manual,Complete but Due,No,149900
Volvo,V40,2013,121500,Hatchback,A,White,I5,Gold,F,1984,[],3121,5.2,60,Diesel,6,110,No,5,5,True,Automatic,Partial,No,151900
Volkswagen,Polo Vivo,2018,85000,Hatchback,A,Silver,I4,Green,F,1398,[],3085,5.9,45,Petrol,5,63,No,5,5,False,Manual,Partial,No,149900
Audi,A7,2013,171000,Hatchback,B,Black,V6,Green,FR,2967,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",5034,6.0,65,Diesel,7,180,No,5,4,False,Automatic,Partial,No,150000
Toyota,Corolla Quest,2015,123444,Sedan,A,White,I4,Gold,F,1598,[],3121,7.1,55,Petrol,4,90,No,4,5,True,Automatic,"Complete, Up To Date",No,151900
Ford,Tourneo Connect,2017,100034,Multi Purpose Vehicle,A,Grey,I3,Green,F,998,[],3085,5.6,60,Petrol,6,74,No,5,5,False,Manual,Partial,No,149900
Volkswagen,Polo,2014,164000,Hatchback,A,Blue,I4,Gold,F,1197,['CarPlay or Android Auto'],3121,5.1,45,Petrol,7,81,No,5,5,False,Automatic,Partial but Up to Date,No,151900
Land Rover,Defender 110,2008,201909,Station Wagon,B,Green,I4,Green,FR,2402,[],3096,10.67,75,Diesel,6,90,No,5,5,False,Manual,Partial,No,155000
Toyota,Corolla,2016,166925,Sedan,A,Blue,I4,Gold,F,1364,['Reverse camera'],3121,4.5,55,Diesel,6,66,No,4,5,False,Manual,Complete but Due,No,151900
Ford,Kuga,2016,104000,Sports Utility Vehicle (SUV),A,Silver,I4,Green,F,1497,[],3085,7.0,60,Petrol,6,132,No,5,5,False,Automatic,Partial,No,165900
Suzuki,S-Presso,2020,39000,Crossover (SUV),A,Red,I3,Platinum,F,998,['Reverse camera'],3121,4.9,27,Petrol,5,50,No,5,5,True,Automatic,"Complete, Up To Date",2027/08/31,151900
Hyundai,H-1,2011,248000,Bus,B,Black,I4,Green,R,2497,[],2739,9.75,75,Diesel,5,125,No,5,9,False,Automatic,Partial but Up to Date,No,155000
Nissan,Almera,2021,112531,Sedan,A,White,I4,Green,F,1498,[],3085,7.2,41,Petrol,4,73,No,4,5,False,Automatic,"Complete, Up To Date",2027/03/17,158900
Hyundai,Grand i10,2018,53000,Hatchback,A,Silver,I4,Platinum,F,1248,[],3121,5.9,43,Petrol,5,64,No,5,5,True,Manual,"Complete, Up To Date",No,151900
Mercedes-Benz,C Class Sedan,2011,115359,Sedan,A,Grey,I4,Green,R,1796,[],3085,6.5,59,Petrol,7,115,No,4,5,False,Automatic,"Complete, Up To Date",No,149900
Suzuki,Swift,2019,77987,Hatchback,A,Silver,I4,Gold,F,1197,['CarPlay or Android Auto'],3336,4.9,37,Petrol,5,61,No,5,5,False,Manual,Complete but Due,No,149000
Opel,Mokka X,2015,71200,Sports Utility Vehicle (SUV),A,Maroon,I4,Platinum,F,1364,['Auto stop-start'],3121,6.0,52,Petrol,6,103,No,5,5,False,Manual,Partial but Up to Date,No,151900
Hyundai,iX35,2014,77000,Sports Utility Vehicle (SUV),A,Brown,I4,Green,F,1999,[],3311,8.5,55,Petrol,5,116,No,5,5,True,Manual,"Complete, Up To Date",No,162300
Ford,Figo,2019,74000,Hatchback,A,White,I3,Gold,F,1498,[],2954,5.7,42,Petrol,5,88,No,5,5,True,Manual,Complete but Due,No,149000
Hyundai,Accent,2017,71900,Sedan,A,Red,I4,Green,F,1591,[],3121,6.4,43,Petrol,4,91,No,4,5,False,Automatic,Partial but Up to Date,No,151900
Mercedes-Benz,C Class Coupe,2013,86547,Coupe,A,White,I4,Green,R,1595,['Auto stop-start'],3303,7.3,59,Petrol,6,115,No,2,4,True,Manual,Partial but Up to Date,No,161900
Ford,Ecosport,2016,99800,Sports Utility Vehicle (SUV),A,Silver,I4,Green,F,1498,[],3121,6.5,52,Petrol,5,82,No,5,5,True,Manual,Partial but Up to Date,No,151900
Nissan,X Trail,2017,150000,Sports Utility Vehicle (SUV),A,Silver,I4,Green,F,1598,['CarPlay or Android Auto'],3558,5.1,60,Diesel,6,96,No,5,5,True,Manual,"Complete, Up To Date",No,138000
Jeep,Renegade,2015,100000,Sports Utility Vehicle (SUV),A,Red,I4,Green,F,1368,[],3303,6.0,48,Petrol,6,103,No,5,5,True,Manual,Partial,No,161900
Jaguar,XF,2012,177000,Sedan,B,White,V6,Green,R,2995,['CarPlay or Android Auto'],6100,9.6,70,Petrol,8,250,No,4,5,True,Automatic,Partial,No,144000
BMW,1 Series,2017,165000,Hatchback,A,White,I4,Green,R,1995,[],5402,5.5,52,Petrol,8,130,No,5,5,True,Automatic,No record,No,149000
Nissan,X Trail,2014,89610,Sports Utility Vehicle (SUV),A,Grey,I4,Gold,F,1997,[],3121,8.3,60,Petrol,6,106,No,5,5,False,Manual,Partial,No,151900
BMW,1 Series,2012,195000,Hatchback,B,White,I4,Gold,R,1995,['Auto stop-start'],3049,4.4,52,Diesel,8,130,No,5,5,True,Automatic,"Complete, Up To Date",No,147900
KIA,RIO,2018,124000,Hatchback,A,Silver,I4,Gold,F,1248,[],3121,5.4,45,Petrol,5,62,No,5,5,True,Manual,"Complete, Up To Date",No,151900
Audi,A3,2014,167350,Sedan,A,Blue,I4,Gold,F,1395,['Auto stop-start'],3208,5.0,50,Petrol,7,90,2019/10/28,4,5,True,Automatic,Complete but Due,No,161000
BMW,1 Series,2013,118000,Cabriolet,B,Blue,I4,Green,R,2996,[],3049,8.3,53,Petrol,6,160,No,2,4,False,Automatic,No record,No,157900
Ford,Ecosport,2017,60000,Sports Utility Vehicle (SUV),A,White,I4,Green,F,1499,[],2510,4.6,52,Diesel,5,74,No,5,5,True,Manual,Partial,No,149000
Ford,Kuga,2015,157000,Sports Utility Vehicle (SUV),A,Grey,I4,Green,F,1497,[],3049,7.0,60,Petrol,6,132,No,5,5,True,Automatic,"Complete, Up To Date",No,147900
Volvo,S60,2015,144000,Sedan,A,Blue,I4,Green,F,1969,[],4678,4.3,68,Diesel,8,140,No,4,5,True,Automatic,Partial,No,149000
Opel,Crossland X,2019,123000,Sports Utility Vehicle (SUV),A,Blue,I3,Gold,F,1199,['Reverse camera'],3303,5.4,45,Petrol,6,81,No,5,5,False,Automatic,"Complete, Up To Date",No,161900
Renault,Captur,2015,89958,Crossover (SUV),A,Orange,I4,Gold,F,1197,[],2688,5.4,45,Petrol,6,88,No,5,5,True,Automatic,Complete but Due,No,147000
Opel,Corsa,2020,52000,Hatchback,A,White,I3,Green,F,998,['Reverse camera'],3303,4.6,45,Petrol,6,66,No,5,5,True,Manual,"Complete, Up To Date",No,161900
Hyundai,Atos,2022,18000,Hatchback,A,White,I4,Platinum,F,1086,['CarPlay or Android Auto'],3303,5.7,35,Petrol,5,50,No,5,5,True,Manual,"Complete, Up To Date",2029/09/22,161900
