Age,Body Type_Bus,Body Type_Cabriolet,Body Type_Coupe,Body Type_Crossover (SUV),Body Type_Hatchback,Body Type_Multi Purpose Vehicle,Body Type_Other,Body Type_Sedan,Body Type_Sports Utility Vehicle (SUV),Body Type_Station Wagon,Category,Colour_Black,Colour_Blue,Colour_Gold,Colour_Grey,Colour_Other,Colour_Red,Colour_Silver,Colour_White,Cylinder Layout_I,Cylinder Layout_Other,Cylinder Layout_V,Dekra,Drive Front,Drive Rear,Engine Capacity,Feature_Auto stop-start,Feature_CarPlay or Android Auto,Feature_Reverse camera,Finance Price,Fuel Consumption,Fuel Tank Capacity,Fuel Type_Diesel,Fuel Type_Hybrid,Fuel Type_Petrol,Gears,Horsepower,Make Model,Mileage,No of Cylinders,No of Doors,No of Seats,Remaining Maintenance Plan,Remaining Warranty,Spare Key,Transmission,Vehicle Service History,Price
9,False,False,False,False,False,False,False,False,True,False,1,False,False,False,True,False,False,False,False,True,False,False,0,True,True,2480,True,False,True,5613,8.8,64,False,False,True,7,305.75256,7,150745,5,5,5,0,0,False,0,4,288900
2,False,False,False,False,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False,True,False,False,2,True,False,1462,False,False,True,5540,6.2,48,False,False,True,5,103.25854000000001,139,65000,4,5,5,0,320,False,0,0,284900
3,False,False,False,False,False,False,False,False,True,False,0,True,False,False,False,False,False,False,False,True,False,False,2,True,False,998,False,False,False,5631,6.3,52,False,False,True,6,123.37384000000002,26,24000,3,5,5,0,501,True,0,0,289900
9,False,False,False,False,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False,True,False,False,0,True,True,1999,True,False,True,5613,8.7,70,False,False,True,6,237.36054000000001,79,121703,4,5,5,0,0,True,0,3,288900
9,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,0,True,True,2993,True,False,False,5613,5.7,67,True,False,False,8,254.79380000000003,17,168728,6,5,5,0,0,True,0,4,288900
8,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,2199,False,True,True,5595,7.2,71,True,False,False,6,191.76586,71,65000,4,5,5,0,0,True,0,0,287900
6,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,True,False,True,False,False,2,True,False,1598,False,False,False,5449,5.1,60,True,False,False,6,128.73792,109,66279,4,5,7,0,0,True,1,0,279900
5,False,False,False,False,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False,True,False,False,2,True,False,1999,False,False,True,5631,8.9,62,False,False,True,6,154.21730000000002,54,43000,4,5,5,0,0,True,1,0,289900
5,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,999,False,True,True,5449,4.7,50,False,False,True,7,113.98670000000001,1,73000,3,5,5,0,0,False,0,1,279900
5,False,False,False,False,False,True,False,False,False,False,0,False,False,False,True,False,False,False,False,True,False,False,2,True,False,999,True,True,False,5595,5.6,55,False,False,True,5,100.57650000000001,141,103540,3,5,5,0,0,False,1,0,303900
8,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True,True,False,False,0,False,True,1595,True,False,False,3870,5.25,66,False,False,True,6,154.21730000000002,88,81247,4,4,5,0,0,True,1,0,289000
6,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,True,False,True,False,False,2,True,False,1395,True,False,False,5595,4.8,50,False,False,True,7,147.5122,1,103071,4,3,5,0,0,False,0,1,287900
9,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,2198,False,False,False,5449,6.5,80,True,False,False,6,123.37384000000002,32,81386,4,5,8,0,0,False,1,0,279900
3,False,False,False,False,False,False,False,True,False,False,0,False,False,False,True,False,False,False,False,True,False,False,2,True,False,1798,False,False,False,5449,6.3,55,False,False,True,6,138.12506000000002,131,13715,4,4,5,0,43,True,0,1,279900
7,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,2143,False,False,False,5595,4.0,50,True,False,False,7,174.3326,86,110000,4,5,5,0,0,True,0,0,287900
11,False,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,False,True,False,True,False,False,1,True,True,2777,False,False,False,5595,8.63,80,True,False,False,5,174.3326,67,120000,4,4,4,0,0,True,0,4,287900
10,False,False,False,False,False,False,False,False,True,False,1,False,False,False,True,False,False,False,False,False,False,True,0,True,True,6417,True,False,True,5449,14.05,93,False,False,True,8,461.31088000000005,65,118900,8,5,5,0,0,True,0,4,279900
7,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True,True,False,False,1,False,True,1998,True,False,False,4758,5.3,60,False,False,True,8,181.0377,12,114500,4,4,5,0,0,False,0,2,287000
2,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,998,False,True,True,5216,6.5,45,False,False,True,6,118.00976000000001,52,29000,3,5,5,0,1759,True,1,0,279000
5,False,False,False,False,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False,True,False,False,1,True,True,1998,True,True,True,5595,5.9,63,False,False,True,7,189.08382,16,142500,4,5,5,0,0,True,0,2,287900
2,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,998,False,False,False,5227,6.3,52,False,False,True,6,123.37384000000002,26,37702,3,5,5,0,588,True,0,0,279000
3,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,1497,False,False,True,5595,9.0,57,False,False,True,6,140.80710000000002,34,35000,4,5,5,0,0,True,0,0,287900
8,False,False,False,False,False,False,False,False,True,False,1,False,False,False,True,False,False,False,False,False,False,True,0,True,True,2993,False,False,True,5449,7.0,80,True,False,False,8,245.40666000000002,78,242400,6,5,5,0,0,False,0,3,279900
7,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,1987,False,False,False,5595,7.4,60,False,False,True,6,143.48914000000002,138,65000,4,5,5,0,0,True,0,0,287900
5,False,False,False,False,False,False,False,False,True,False,1,False,False,False,False,False,False,False,True,True,False,False,0,True,True,1968,True,True,True,5631,6.4,60,True,False,False,7,174.3326,152,211500,4,5,5,0,0,True,0,3,289900
5,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,1967,False,False,True,5449,8.4,61,False,False,True,6,187.74280000000002,36,33000,4,5,5,0,0,True,0,0,279900
6,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True,True,False,False,2,False,True,1998,False,False,False,5449,5.3,60,False,False,True,8,181.0377,12,105467,4,4,5,116,0,True,0,0,279900
11,False,False,False,False,False,False,False,False,True,False,1,True,False,False,False,False,False,False,False,False,False,True,0,True,True,3604,False,False,True,5631,11.9,70,False,False,True,5,280.27318,67,231000,6,4,5,0,0,True,0,0,289900
10,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,0,True,True,2993,False,False,False,5631,6.2,85,True,False,False,8,308.43460000000005,19,170500,6,5,5,0,0,True,0,0,289900
7,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,True,2198,False,False,True,5449,7.1,80,True,False,False,6,158.24036,27,111585,4,5,7,0,0,True,1,0,279900
13,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,False,False,True,0,True,True,4394,False,False,False,5449,9.4,97,True,False,False,8,308.43460000000005,78,162000,8,5,5,0,0,False,0,1,279900
3,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,1368,True,False,True,5504,8.1,51,False,False,True,6,138.12506000000002,63,43518,4,5,5,0,0,True,1,0,282900
7,False,False,False,False,False,False,False,True,False,False,0,False,False,False,True,False,False,False,False,True,False,False,2,True,False,1984,True,False,False,5431,5.6,50,False,False,True,7,187.74280000000002,1,86000,4,4,5,0,0,False,0,1,278900
6,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True,True,False,False,0,True,False,1595,True,True,True,5631,5.3,50,False,False,True,7,154.21730000000002,91,97000,4,4,5,0,0,False,0,4,289900
2,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False,True,False,False,2,True,False,1462,False,False,True,5431,6.2,48,False,False,True,5,103.25854000000001,139,20000,4,5,5,0,1133,True,1,0,278900
4,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,0,True,False,1197,False,False,True,5631,6.4,50,False,False,True,6,113.98670000000001,129,99653,4,5,5,0,0,True,0,0,289900
12,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,True,False,False,0,True,True,2480,False,False,False,5431,9.1,55,False,False,True,7,335.25500000000005,5,115000,5,5,5,0,0,True,0,3,278900
6,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,1595,True,True,True,5504,5.5,54,False,False,True,7,154.21730000000002,87,72368,4,5,5,0,0,True,0,0,282900
6,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,2000,False,False,False,6391,6.8,62,False,False,True,6,246.74768000000003,30,55000,4,5,5,0,0,False,1,0,289000
6,False,False,False,False,False,False,False,False,True,False,0,False,True,False,False,False,False,False,False,True,False,False,0,True,True,3198,False,True,True,5431,8.2,80,True,False,False,6,197.12994,27,141000,5,5,7,0,0,True,0,0,278900
11,False,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,True,0,False,True,4395,False,False,True,5504,8.9,70,False,False,True,8,442.5366,15,101000,8,2,4,0,0,True,0,1,282900
9,False,False,False,False,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False,True,False,False,0,True,True,2143,True,False,True,5631,6.5,70,True,False,False,7,201.15300000000002,97,170752,4,5,5,0,0,False,0,4,289900
11,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,0,True,True,2982,False,False,True,5504,9.8,80,True,False,False,4,160.9224,134,237427,4,5,7,0,0,True,0,0,282900
6,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,1595,False,False,False,5613,5.5,50,False,False,True,7,154.21730000000002,91,107000,4,4,5,0,0,True,0,1,288900
6,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,True,False,False,1,True,False,1969,True,False,False,5613,4.0,62,True,False,False,6,147.5122,158,137000,4,5,5,0,0,False,0,0,288900
5,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,True,False,True,False,False,1,True,True,1968,True,True,False,5486,4.9,65,True,False,False,7,187.74280000000002,8,215000,4,5,5,0,0,False,0,0,281900
11,False,False,False,False,True,False,False,False,False,False,0,False,True,False,False,False,False,False,False,True,False,False,1,True,False,1998,True,True,False,5486,8.1,56,False,False,True,6,276.25012000000004,110,44000,4,3,5,0,0,True,1,3,281900
6,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,True,False,True,False,False,0,False,True,1998,True,False,True,5431,5.3,60,False,False,True,8,181.0377,12,106709,4,4,5,0,0,True,0,2,278900
2,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,1497,True,False,False,5486,7.5,57,False,False,True,6,140.80710000000002,35,22000,4,5,5,0,0,True,1,0,281900
5,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,0,True,False,1987,False,False,True,5431,7.4,60,False,False,True,6,143.48914000000002,138,121000,4,5,5,0,0,False,0,0,278900
9,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,True,False,True,False,False,0,True,False,1598,False,False,False,5431,6.2,57,True,False,False,6,112.64568000000001,98,125000,4,5,8,0,0,True,1,4,297900
4,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,True,False,True,False,False,2,True,False,1461,False,False,False,5540,4.2,65,True,False,False,6,108.62262000000001,108,68900,4,5,5,0,0,True,1,0,293900
11,False,False,False,False,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False,True,False,False,1,False,True,2494,False,False,False,5486,9.1,80,True,False,False,4,142.14812,133,155000,4,5,7,0,0,False,0,0,281900
6,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,True,False,False,0,True,False,1984,True,True,True,5486,6.4,50,False,False,True,6,226.63238,143,142000,4,5,5,0,0,True,0,3,281900
10,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True,True,False,False,0,False,True,2993,True,True,False,5431,4.9,57,True,False,False,8,254.79380000000003,12,142000,6,4,5,0,0,False,0,1,278900
3,False,False,False,False,False,False,False,False,True,False,0,False,True,False,False,False,False,False,False,True,False,False,2,True,False,1462,False,False,True,5540,6.2,48,False,False,True,5,103.25854000000001,139,14000,4,5,5,0,0,True,0,0,284900
7,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,True,False,True,False,False,1,True,True,1969,False,False,True,5540,7.7,70,False,False,True,8,301.72950000000003,160,154000,4,5,5,0,0,False,0,0,284900
7,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,True,True,False,False,0,False,True,1968,False,False,False,5431,8.0,80,True,False,False,7,138.12506000000002,150,221983,4,4,8,0,0,False,0,0,278900
6,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True,True,False,False,1,True,False,1968,True,True,True,5540,5.0,66,True,False,False,6,174.3326,145,175000,4,4,5,211,0,True,0,0,291900
13,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True,False,False,True,0,True,True,3956,False,False,True,5431,11.3,87,False,False,True,5,270.88604000000004,137,230000,6,5,7,0,0,True,0,1,278900
5,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,1987,False,False,True,5540,6.8,55,False,False,True,6,170.30954000000003,138,74424,4,5,5,0,0,False,1,0,284900
3,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,1798,False,True,True,5540,6.2,50,False,False,True,6,139.46608,130,35000,4,4,5,0,178,True,0,0,284900
4,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,1967,True,True,True,5540,8.4,61,False,False,True,6,187.74280000000002,36,44000,4,5,5,0,510,False,0,0,284900
6,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,False,True,False,False,True,False,False,0,True,False,1991,True,False,False,5486,6.5,48,False,False,True,7,221.2683,86,169000,4,5,5,0,0,False,0,4,281900
7,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,True,False,True,False,False,0,True,False,1595,False,False,True,5486,5.4,50,False,False,True,7,154.21730000000002,86,95000,4,5,5,0,0,False,0,0,281900
7,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,True,2191,True,True,True,5540,5.9,56,True,False,False,6,172.99158,82,68482,4,5,5,0,0,True,0,0,284900
7,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False,True,False,False,1,False,True,2198,True,False,True,5540,7.3,80,True,False,False,6,158.24036,27,179537,4,5,7,0,0,True,0,0,284900
10,False,False,False,False,False,False,True,False,False,False,0,True,False,False,False,False,False,False,False,False,False,True,0,True,True,3604,False,False,False,5486,11.15,70,False,False,True,5,280.27318,67,101980,6,2,4,0,0,True,0,1,288900
5,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,True,False,True,False,False,2,True,False,1395,False,False,False,5161,5.2,50,False,False,True,7,123.37384000000002,143,108000,4,5,5,0,0,True,0,0,284000
8,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,True,False,False,False,True,0,True,True,2967,True,True,False,5486,6.0,75,True,False,False,7,241.38360000000003,8,144295,6,5,5,0,0,True,0,0,281900
7,False,False,False,False,False,False,False,False,True,False,0,False,True,False,False,False,False,False,False,True,False,False,2,True,False,1999,False,False,True,5522,9.0,62,False,False,True,6,154.21730000000002,54,92979,4,5,5,0,0,True,0,0,283900
5,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,True,False,True,False,False,2,True,True,2488,False,False,False,5467,8.3,60,False,False,True,6,168.96852,109,97291,4,5,5,0,0,True,0,1,280900
6,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,999,False,False,False,5522,5.1,50,False,False,True,6,113.98670000000001,6,101000,3,5,5,0,0,True,1,0,283900
14,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False,True,False,False,1,True,True,2982,False,False,True,5522,8.5,87,True,False,False,5,160.9224,137,236556,4,5,7,0,0,True,0,1,283900
6,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,1197,True,True,True,5467,6.3,50,False,False,True,6,113.98670000000001,129,43584,4,5,5,0,0,True,1,0,280900
8,False,False,False,False,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False,True,False,False,0,True,False,2143,True,False,True,5358,4.2,56,True,False,False,7,134.102,94,115200,4,5,5,0,0,True,0,4,274900
5,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,1999,False,True,False,5467,8.9,62,False,False,True,6,154.21730000000002,54,57240,4,5,5,0,830,True,1,0,280900
8,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,False,False,True,0,True,True,2996,False,False,False,5358,8.5,70,False,False,True,7,328.54990000000004,97,149000,6,5,5,0,0,False,0,3,274900
7,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,1969,False,False,False,5522,5.5,62,False,False,True,6,187.74280000000002,158,56633,4,5,5,0,0,True,0,0,283900
13,False,False,False,False,False,False,False,False,True,False,1,False,False,False,False,False,False,False,True,False,False,True,1,True,True,5461,False,False,False,5358,13.8,100,False,False,True,7,382.19070000000005,98,127500,8,5,7,0,0,True,0,4,274900
11,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,True,False,True,False,False,1,True,True,2143,False,False,False,5467,6.5,70,True,False,False,7,201.15300000000002,97,151000,4,5,5,0,0,False,0,3,280900
8,False,False,False,False,False,False,False,False,False,True,0,False,False,True,False,False,False,False,False,True,False,False,1,True,True,2400,False,False,False,5467,5.8,70,True,False,False,6,217.24524000000002,156,173000,5,5,5,0,0,True,0,0,280900
2,False,False,False,False,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False,True,False,False,2,True,False,1497,True,True,True,5358,7.5,57,False,False,True,6,140.80710000000002,35,70061,4,5,5,0,1134,False,1,0,274900
7,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True,True,False,False,2,False,True,1595,True,True,True,5522,5.6,66,False,False,True,7,154.21730000000002,88,70000,4,4,5,0,0,True,0,0,283900
5,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,999,True,True,True,5522,4.8,50,False,False,True,6,108.62262000000001,143,38000,3,5,5,0,0,True,1,1,283900
7,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,True,False,False,True,False,False,2,True,False,1998,True,True,True,5358,6.6,51,False,False,True,7,189.08382,100,98831,4,5,5,0,0,True,0,0,274900
11,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,1,False,True,2494,False,False,False,5358,9.1,80,True,False,False,4,142.14812,133,168658,4,5,7,0,0,True,0,3,274900
14,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,True,False,False,False,True,0,True,True,3956,False,True,True,5467,11.3,87,False,False,True,5,270.88604000000004,137,193293,6,5,7,0,0,True,0,0,280900
8,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,0,True,True,1995,False,False,False,5522,5.0,67,True,False,False,8,181.0377,17,136000,4,5,5,0,0,True,0,1,283900
10,False,False,False,False,False,False,False,False,True,False,1,False,False,False,True,False,False,False,False,False,False,True,0,True,True,3604,False,False,False,5467,11.7,70,False,False,True,5,280.27318,67,185000,6,4,5,0,0,False,0,1,280900
6,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,True,False,True,False,False,0,True,False,1995,True,False,True,5522,4.5,63,True,False,False,8,187.74280000000002,16,139000,4,5,5,0,0,False,0,2,283900
5,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,True,False,False,0,True,False,1395,False,False,False,6564,4.9,50,False,False,True,7,147.5122,1,121000,4,5,5,0,0,True,0,0,283000
4,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,True,False,True,False,False,2,True,False,1798,False,True,True,5358,6.2,50,False,False,True,6,139.46608,130,64836,4,4,5,0,0,True,0,0,283900
8,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,0,True,True,2477,False,False,True,5522,8.5,70,True,False,False,5,175.67362,104,95000,4,5,7,0,0,True,0,4,290900
9,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,0,True,True,1999,False,True,True,5358,8.15,70,False,False,True,9,237.36054000000001,75,138000,4,5,7,0,0,False,0,3,274900
4,False,False,False,False,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False,True,False,False,2,True,False,1368,True,True,True,5358,5.9,48,False,False,True,6,138.12506000000002,66,70000,4,5,5,0,0,True,0,0,274900
10,False,False,True,False,False,False,False,False,False,False,0,False,True,False,False,False,False,False,False,True,False,False,0,False,True,2979,True,True,True,5376,7.5,60,False,False,True,8,301.72950000000003,15,109000,6,4,5,0,0,False,0,3,275900
6,False,False,False,False,False,False,False,False,True,False,0,False,True,False,False,False,False,False,False,True,False,False,1,True,False,1998,True,True,True,4736,6.1,48,False,False,True,6,154.21730000000002,81,45900,4,5,5,0,0,True,0,2,274000
7,False,False,False,False,False,False,False,True,False,False,0,False,False,False,True,False,False,False,False,True,False,False,0,True,False,1968,True,False,False,5376,4.1,40,True,False,False,7,187.74280000000002,2,109000,4,4,5,0,0,True,0,0,275900
10,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True,True,False,False,0,False,True,2143,False,False,False,5376,4.3,66,True,False,False,7,167.62750000000003,88,113000,4,4,5,0,0,True,0,4,275900
9,False,False,False,False,False,False,False,False,True,False,1,False,False,False,False,False,False,False,True,True,False,False,0,True,True,1997,False,False,False,5056,6.9,67,False,False,True,8,181.0377,18,118443,4,5,5,0,0,True,0,0,274000
9,False,False,False,False,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False,True,False,False,0,True,True,2179,False,False,False,5376,6.3,65,True,False,False,9,187.74280000000002,75,145000,4,5,7,0,0,True,0,3,275900
6,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,999,True,False,False,5431,4.8,45,False,False,True,7,113.98670000000001,146,35000,3,5,5,0,0,True,0,0,274000
7,False,False,False,False,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False,True,False,False,0,False,True,2198,False,False,True,5376,6.9,80,True,False,False,6,158.24036,27,148000,4,5,7,0,0,False,1,0,275900
3,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,True,False,False,True,False,False,2,True,False,1497,True,True,False,5103,7.5,57,False,False,True,6,140.80710000000002,35,29242,4,5,5,0,798,True,1,0,274000
11,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,True,False,True,False,False,0,True,True,2143,False,False,False,5376,6.5,70,True,False,False,7,201.15300000000002,97,149300,4,5,5,0,0,True,0,1,275900
8,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,True,False,True,False,False,0,True,True,1968,True,False,False,5376,6.9,75,True,False,False,7,174.3326,8,167000,4,5,5,0,0,True,0,0,275900
8,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,True,False,False,True,False,False,0,True,True,1997,False,False,False,5340,6.9,67,False,False,True,8,181.0377,17,104000,4,5,5,0,0,False,0,3,273900
9,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,True,True,False,False,0,False,True,2143,False,False,False,5376,7.85,75,True,False,False,6,160.9224,98,174000,4,5,8,0,0,False,1,3,275900
6,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,False,False,False,True,True,False,False,0,True,False,1799,False,False,True,5431,6.8,50,False,False,True,6,140.80710000000002,42,43111,4,5,5,0,0,True,0,1,278900
8,False,False,False,False,False,False,False,False,True,False,0,True,False,False,False,False,False,False,False,True,False,False,0,True,True,2179,False,False,True,5340,6.3,65,True,False,False,9,187.74280000000002,75,109382,4,5,7,0,0,False,0,0,273900
9,False,False,True,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,True,True,False,False,0,False,True,1997,True,False,False,5340,4.1,52,True,False,False,8,181.0377,11,143000,4,2,4,0,0,True,0,0,273900
4,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,True,False,True,False,False,0,True,False,1999,False,False,True,5926,9.0,62,False,False,True,6,154.21730000000002,54,100000,4,5,5,0,0,True,0,0,268000
9,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,True,False,True,False,False,0,False,True,2982,False,False,False,5340,9.4,80,True,False,False,4,160.9224,134,188000,4,5,7,0,0,True,0,0,273900
11,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,True,False,False,True,1,True,True,3956,False,False,True,5413,11.3,87,False,False,True,5,270.88604000000004,137,267000,6,5,7,0,0,False,0,1,277900
8,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,True,False,True,False,False,0,True,True,1968,False,False,False,5376,6.9,75,True,False,False,7,174.3326,8,81000,4,5,5,0,0,False,0,3,275900
6,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,1987,False,False,False,5340,7.7,60,False,False,True,6,143.48914000000002,138,119000,4,5,5,0,0,True,1,0,273900
5,False,False,False,False,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False,True,False,False,2,True,False,1499,False,True,True,5413,4.4,60,True,False,False,6,118.00976000000001,31,75000,4,5,5,0,0,True,1,0,277900
5,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,True,False,True,False,False,0,True,False,1987,False,True,True,5376,6.8,55,False,False,True,6,170.30954000000003,138,87000,4,5,5,0,0,True,1,0,275900
7,False,False,False,False,False,False,False,False,True,False,1,False,False,False,False,False,False,False,True,False,False,True,0,True,True,3604,True,True,True,5340,10.4,94,False,False,True,8,280.27318,64,116000,6,5,5,0,0,False,0,4,273900
9,False,False,False,False,False,False,False,False,True,False,1,False,False,False,False,False,False,False,True,False,False,True,1,True,True,2993,False,False,True,5376,9.0,82,True,False,False,6,241.38360000000003,74,221000,6,5,7,0,0,True,0,1,275900
4,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,1592,False,False,False,5340,7.9,55,False,False,True,6,120.69180000000001,47,40000,4,5,5,0,954,True,1,0,273900
7,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,True,False,True,False,False,1,False,True,2198,False,False,False,5413,7.3,80,True,False,False,6,158.24036,27,194000,4,5,7,0,0,True,0,2,277900
3,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,True,False,False,2,True,False,1497,True,True,False,5340,7.5,57,False,False,True,6,140.80710000000002,35,13000,4,5,5,0,921,True,1,0,273900
